Carimbo de data/hora,Eixo temático,Título do trabalho,Resumo,Palavra-chave 1,Palavra-chave 2,Palavra-chave 3,Palavra-chave 4,Palavra-chave 5
20/03/2023 21:33:51,"Eixo Temático 2 - O Professor, a Docência e as suas Práticas Pedagógicas no contexto das TDIC",AS REPRESENTAÇÕES DE INSURGÊNCIAS EM UM CURSO DE CAPACITAÇÃO DOCENTE PARA O ENSINO REMOTO,"O objetivo deste trabalho é o de apresentar esse Curso de Organização e Planejamento de Aulas
Remotas implementado no início da pandemia de COVID-19, no âmbito da Universidade Federal de
Santa Maria (UFSM), Rio Grande do Sul. O objetivo específico é focalizar as percepções e as práticas
oriundas de participantes do curso (docentes na instituição), tendo em vista o contexto da urgência de
novas práticas para o atendimento do Regime de Exercícios Domiciliares Especiais (REDE). A
metodologia do trabalho é de natureza qualitativa, desenvolvida a partir da análise e do
acompanhamento da primeira edição do referido curso, realizada em 2020, com duração de 4
semanas. Quanto à fundamentação teórica, recuperamos conceitos propalados pelo Círculo de Bakhtin
sobre a constituição dialógica do enunciado e sua característica plurivocal, para compreendermos que
a postura dos interlocutores, em dado contexto, sempre revela a atitude responsiva ativa, uma vez que
concordam, discordam e completam as significações do discurso. Resultados indicam algumas
representações de insurgências no curso de capacitação, como a transgressão de regras típicas do
sistema educacional.",Insurgências,Ensino Remoto Emergencial,Docência no Ensino Superior,Educação a Distância,ND
20/03/2023 21:35:48,"Eixo Temático 2 - O Professor, a Docência e as suas Práticas Pedagógicas no contexto das TDIC",AS VOZES DO ENSINO REMOTO ABRINDO CAMINHOS PARA O ENSINO HÍBRIDO,"A partir do cenário da pandemia da covid-19, instaurado no período compreendido entre os anos de 2020 e 2021, tornaram-se prementes um novo olhar social, pedagógico e uma reflexão crítica comparativa entre o modelo tradicional presencial e o modelo on-line de ensino. Um novo paradigma — composto pela mesclagem deles — emergiu e impôs-se como opção de continuidade do processo educacional que tem ocorrido no contexto das instituições de ensino, no decorrer desse momento histórico. Este trabalho teve como objetivo principal, conceituar o Ensino Remoto através das vozes dos seus participantes e demonstrar como isso ajudou para a introdução do Ensino Híbrido no cenário educacional. A metodologia utilizada, de caráter qualitativo-interpretativista, foi constituída por uma revisão bibliográfica sistemática. O diálogo e o desenho entre a teoria e a prática construíram a base para a proposta da aplicabilidade do Ensino Híbrido.",Educação,Ensino Remoto,Ensino Híbrido,ND,ND
20/03/2023 21:37:38,"Eixo Temático 2 - O Professor, a Docência e as suas Práticas Pedagógicas no contexto das TDIC",A TECNOLOGIA E A PESQUISA EM FORMAÇÃO E AÇÃO NAS ESCOLAS PÚBLICAS DO DISTRITO FEDERAL,"O objetivo deste trabalho é apresentar o Grupo de Pesquisa em Tecnologias, Educação a Distância e Audiovisual constituído no contexto dos cursos de formação continuada ofertados, pela Gerência de Tecnologia, Inovação e Educação a Distância, aos professores pertencentes à carreira magistério da SEEDF - Secretaria de Estado de Educação do Distrito Federal. Objetiva-se identificar e analisar as tecnologias digitais aplicadas no contexto descrito e o impacto destas nos processos de ensino-aprendizagem dos professores cursistas. A metodologia tem caráter exploratório, ampla revisão da literatura especializada, abordagem qualitativa e utilização da estratégia da Pesquisa Crítica de Colaboração. Como resultados, espera-se mapear, de forma sistemática, o contexto de utilização das tecnologias digitais na formação continuada, o seu impacto nos processos de ensino-aprendizagem dos cursistas e ainda identificar novas metodologias de ensino e estratégias inovadoras que possam subsidiar a utilização das tecnologias digitais nesse contexto. Na divulgação dos resultados dessa pesquisa, almeja-se a elaboração de artigos científicos para publicação e a divulgação de resultados na rede pública do Distrito Federal, por meio de relatórios.",Tecnologia digital.,Formação de Professores.,Audiovisual,Educação Básica,Educação a Distância
22/03/2023 13:13:27,"Eixo Temático 2 - O Professor, a Docência e as suas Práticas Pedagógicas no contexto das TDIC","ATITUDES E MEDIDAS ADEQUADAS PARA PREVENÇÃO DE DOENÇAS PROVOCADAS POR BACTÉRIAS, VÍRUS E PROTOZOÁRIOS: DESENVOLVENDO HÁBITOS SAUDÁVEIS PARA RESILIÊNCIA, EQUIDADE E SUSTENTABILIDADE","Este trabalho trata-se de um projeto de ensino, na parte primitiva com o texto resultante de pesquisas científicas em andamento, desenvolvido a partir de aulas da disciplina “Práticas em Novas Tecnologias de Ensino”, ministrada na Universidade de Brasília pelo Instituto de Ciências Biológicas, com o objetivo de elaborar recursos didáticos virtuais e presenciais acessíveis para o ensino das atitudes e medidas adequadas para prevenção de doenças provocadas por bactérias, vírus e protozoários, para estudantes do 4º ano do Ensino Fundamental, para a disciplina de Ciências. Os recursos desenvolvidos neste trabalho buscaram apresentar aos docentes formas possíveis de agregar uma experiência prática do tema para que sejam capazes de executar os conhecimentos no cotidiano, além de aproximar os jovens estudantes, primordialmente do Distrito Federal, às tecnologias de informação e suas ferramentas, são utilizados slides, dinâmica em trios, jogos e tarefa de pesquisa.",Microbiologia,Ensino,Tecnologia,Jogos,ND
22/03/2023 13:18:35,"Eixo Temático 2 - O Professor, a Docência e as suas Práticas Pedagógicas no contexto das TDIC",AUTOAVALIAÇÃO DAS COMPETÊNCIAS DIGITAIS DOS PROFESSORES DA EDUCAÇÃO BÁSICA EM TEMPOS DE PANDEMIA,"Este artigo é inspirado nos trabalhos científicos desenvolvidos pelos autores Albuquerque e Gonçalves (2021); Dias-Trindade e Espírito Santo (2021), sinalizando que ambos  propuseram avaliar o nível de competências digital dos professores. O objetivo geral deste estudo foi analisar o nível de apropriação da competência digital dos professores da Educação Básica de dois estados brasileiros, a saber, Bahia e Goiás. Foi utilizado como instrumento de autoavaliação, o Guia EduTec do Centro de Inovação para a Educação Brasileira (CIEB) como ferramenta já testada e validada para mensurar o nível de fluência digital dos professores. Fundamenta-se na pesquisa descritiva e bibliográfica e com a aplicação de questionário de autoavaliação de competência digital. Como resultados, a avaliação do nível de fluência digital dos professores, respondida por 16 professores, revelou um nível de fluência digital correspondente ao nível de Familiarização, evidenciando a necessidade urgente por formação especializada na área de tecnologias e na competência Avaliação. Como conclusão, conforme demonstrado nas discussões teóricas e na análise dos dados da pesquisa, existe uma necessidade perene de melhor e mais eficaz formação para as tecnologias digitais dos docentes da Educação Básica no Brasil, sendo axial que os currículos que formam os futuros docentes em seus cursos estejam sintonizados com dinamismo do mundo moderno.",Formação de professores,Competências Digitais,Educação Básica,Covid-19,ND
04/04/2023 21:14:21,"Eixo Temático 2 - O Professor, a Docência e as suas Práticas Pedagógicas no contexto das TDIC",AUTORREFLEXÃO DAS COMPETÊNCIAS DIGITAIS PARA OS PROFESSORES DA EDUCAÇÃO BÁSICA: A PROPOSTA O MODELO SELFIE FOR TEACHERS,"A expansão das tecnologias digitais de informação e comunicação (TDIC) aplicadas à educação exige professores cada vez mais preparados para interagir e produzir conhecimentos, evitando assim a mera transposição de informações do analógico para o digital. Dessa forma, a análise por meio da autorreflexão das competências digitais docentes é uma necessidade frente às contradições que o século XXI vivencia, sobretudo, com os desafios da Pandemia da Covid-19. O objetivo deste estudo é analisar a importância do modelo Selfie for Teachers nos processos de construção/aprimoramento das competências digitais dos professores na educação básica, proporcionando-lhes uma autorreflexão acerca do seu nível de proficiência digital. Para tanto, optamos pela estratégia metodológica da pesquisa exploratória e descritiva, utilizando como fonte de dados a pesquisa bibliográfica sobre a temática. O artigo conclui que o modelo teórico de autorreflexão Selfie for Teachers convida e sugere ao professor, por meio das devolutivas em tempo real, possibilidades de construir ou aprimorar de forma constante suas competências digitais.",Competências digitais,Professores,Selfie for teachers,Educação básica,TDIC
04/04/2023 21:15:15,"Eixo Temático 2 - O Professor, a Docência e as suas Práticas Pedagógicas no contexto das TDIC",AVALIAÇÃO DE UMA UNIDADE CURRICULAR NO ENSINO REMOTO EMERGENCIAL (ERE): O OLHAR DISCENTE DO CURSO DE PEDAGOGIA,"O presente trabalho tem por objetivo apresentar a avaliação realizada pelos discentes da Unidade
Curricular (UC) “Trabalho de Conclusão de Curso I” (60 h), oferecida para o sexto período do curso de
Pedagogia, da Universidade Federal de Alfenas (UNIFAL-MG), em Ensino Remoto Emergencial (ERE),
durante a pandemia do coronavírus. A metodologia utilizada está pautada na perspectiva quanti-
qualitativa de pesquisa, para a qual as informações foram reunidas por meio de um questionário com
questões fechadas e abertas, a partir do Google Forms, disponibilizado no Moodle. Os resultados
indicam que os estudantes valorizaram as propostas metodológicas realizadas de forma que a
dinâmica das aulas, a diversidade do ambiente virtual e o acompanhamento das atividades foram
importantes para a realização das atividades, o que contribuiu para a aprendizagem dos estudantes,
apesar das dificuldades em lidar com as ferramentas tecnológicas.",Ensino Remoto Emergencial,Avaliação,Curso de Pedagogia,ND,ND
04/04/2023 21:16:18,"Eixo Temático 2 - O Professor, a Docência e as suas Práticas Pedagógicas no contexto das TDIC",AVALIAÇÃO DO PROGRAMA DE ESTÁGIO EM PEDAGOGIA NA ESCOLA NACIONAL DE SAÚDE PÚBLICA,"A avaliação do programa de estágio em pedagogia foi realizada na perspectiva de reorientar, qualificar e obter indicadores de desempenho que evidenciassem a qualidade do processo ensino-aprendizagem. Esta avaliação visou subsidiar o trabalho de supervisão de estágio na Vice Direção de Ensino da ENSP, não somente para reorientar o trabalho docente, mas também na perspectiva de colaborar para a permanência do maior número de estagiários até o fim do processo de aprendizagem. Salientamos que boa parte do processo foi realizado em meio a pandemia da COVID 19 e, portanto, necessitou fortemente do uso de tecnologias educacionais como suporte as atividades desenvolvidas pelos estagiários possibilitando a continuidade e finalização do período de estágio. E, é exatamente nesta perspectiva que se constituiu este processo de avaliação, pois, a partir deste foi possível estruturar e articular as atividades práticas e teórico-práticas do Programa de Estágio com o conteúdo teórico do curso dos estagiários possibilitando identificar pontos fortes e fracos e as estratégias para facilitar o processo de aprendizagem. A expectativa é que a avaliação seja contínua, provoque reflexão dos atores envolvidos e venha enriquecer ainda mais a proposta pedagógica.",Avaliação de Estágio,Processo Pedagógico,Tecnologias Educacionais,ND,ND
04/04/2023 21:17:14,"Eixo Temático 2 - O Professor, a Docência e as suas Práticas Pedagógicas no contexto das TDIC",BITMOJI EM PRÁTICAS DE ENSINO: REFLEXÕES CRÍTICAS PARA O USO DAS TDICS NA EDUCAÇÃO BÁSICA,"Resumo: O presente trabalho descreve as potencialidades da ferramenta Bitmoji em práticas de ensino desenvolvidas para serem implementadas na Educação Básica. A referida pesquisa foi realizada com 110 docentes de um município capixaba, por intermédio de um curso de formação continuada realizado no 2º Semestre de 2021. Para essa investigação serão debatidas algumas das produções coletadas durante o curso visando compreender os limites e as potencialidades da Ferramenta Bitmoji e as possibilidades de incentivo à criatividade que a ferramenta pode oportunizar. Percebeu-se que as ferramentas digitais devem ser utilizadas para o desenvolvimento de um pensamento crítico e reflexivo, de modo que, tais recursos possibilitem uma Alfabetização Tecnológica dos indivíduos envolvidos nas mais diversas situações de aprendizagem.",Bitmoji,Ferramentas Digitais,Práticas de Ensino,ND,ND
04/04/2023 21:18:10,"Eixo Temático 2 - O Professor, a Docência e as suas Práticas Pedagógicas no contexto das TDIC",COMO AVALIAR EM TEMPOS DE EPIDEMIA? O ESTUDO DE CASO DE SUCESSO DO PROJETO INTEGRADOR DO CURSO DE EMPREENDEDORISMO E INOVAÇÃO NAS ENGENHARIAS DA PRIMEIRA VERSÃO DO CURSO - 2020-2021,"O processo avaliativo em cursos de pós-graduação lato sensu sempre foi algo engessado: o aluno memoriza uma extensa quantidade de conteúdo e depois submete-se à uma rotina de avaliações que não medem com eficiência o conteúdo aprendido, mas sim o conteúdo memorizado. O curso de pós-graduação do convênio CREA-SP/UNIVESP/UNESP rompeu com este paradigma por completo, o aluno foi avaliado durante todos os módulos do curso e trabalhou apenas em equipes multidisciplinares na maioria das vezes. Isso resultou na aprovação da maior dos grupos, na aprovação de trabalhos de conclusão de cursos na forma de artigos para congressos de sua importância na área do ensino de engenharia, e na publicação destes artigos em anais e periódicos.",processo avaliativo,engenharia, projeto integrador, pandemia,ND
04/04/2023 21:18:59,"Eixo Temático 2 - O Professor, a Docência e as suas Práticas Pedagógicas no contexto das TDIC","COMO DOCENTES DA REDE PÚBLICA MUNICIPAL, ESTADUAL E FEDERAL UTILIZARAM A SALA DE AULA DO GOOGLE MEET NO ENSINO REMOTO?","Resumo: O presente artigo buscou relatar a experiência de docentes da rede pública municipal, estadual e federal na utilização da sala de aula virtual do Google Meet no ensino remoto durante a pandemia COVID-19 nos anos de 2020-2021 em três instituições de ensino. A relevância do trabalho se justifica pela necessidade de socialização, não apenas aos profissionais da educação, mas a toda a comunidade escolar e demais interessados, a fim de expor como, quando e por que aconteceram a utilização dessa sala de aula virtual do Google Meet em detrimento aos efeitos da pandemia em três esferas distintas da educação escolar do país. O relato de experiência é um tipo de registro de informações que versa sobre situações e casos relevantes que ocorreram durante determinado acontecimento ou prática profissional e baseia-se no diário de bordo dos docentes pesquisadores. A pesquisa mostrou que o Google Meet se destacou como uma tecnologia muito importante na pandemia, servindo como sala de aula virtual durante o ensino remoto emergencial. Todavia, de acordo com os relatos notou-se que há um despreparo dos docentes e pouco investimento dos Estados e Municípios em ofertar uma capacitação condizente com a necessidade formativa dos docentes",Google Meet,Relato de Experiência,Pandemia,Ensino Remoto,Docência
04/04/2023 21:20:06,"Eixo Temático 2 - O Professor, a Docência e as suas Práticas Pedagógicas no contexto das TDIC",CONTRATEMPO PANDÊMICO E A PARTICIPAÇÃO DOS ALUNOS NO ENSINO REMOTO: A PERCEPÇÃO DOCENTE ACERCA DA TEMÁTICA,"Este artigo tem por objetivo verificar, a partir da percepção docente, a participação de alunos da Educação Infantil até o Ensino Fundamental ll, de escolas públicas e privadas, durante a vigência do Ensino Remoto. Em meio à crise mundial estabelecida pelo contexto pandêmico da Covid-19 surgiu o Ensino Remoto pela necessidade de retomada das atividades escolares, as quais foram mediadas por Tecnologias Digitais da Informação e Comunicação (TDIC). Para tanto, elaboramos questões disponibilizadas por formulário online (Google Forms) enviado pelo aplicativo WhatsApp. As questões, além de abordarem a participação dos alunos nas aulas remotas sob a percepção docente, também buscaram traçar o perfil do professor participante da pesquisa. Os dados da pesquisa indicam que a maioria dos professores teve até 50% frequência, trazendo a inquietação, essa informação reflete participação efetiva por parte dos educandos de modo a apoiar a construção de saberes. Nossa intenção é apresentar o cenário da pesquisa e fazer reflexões sobre o Ensino Remoto desses estudantes e pensar sobre o papel da TDIC na educação entendendo o papel social que exerce.",TDIC,Ensino Remoto,Frequência escolar,Educação Básica,ND
04/04/2023 21:20:52,"Eixo Temático 2 - O Professor, a Docência e as suas Práticas Pedagógicas no contexto das TDIC",COMPARTILHAMENTO DE SABERES E EXPERIÊNCIAS DURANTE CURSO PARA O USO DE RECURSOS TECNOLÓGICOS NA EDUCAÇÃO,"A projeção que o uso de tecnologias, principalmente as Tecnologias Digitais da Informação e da Comunicação tiveram nos dois últimos anos foi substancial. Com isso, o olhar sobre a importância de refletir sobre a prática pedagógica diante das tecnologias e formação continuada foi e é uma consequência. Aliado a isso, realizou-se um curso de extensão voltado principalmente para professores e estudantes de licenciaturas. O curso Recursos Tecnológicos para uma educação atual teve por intuito maximizar a formação teórica e prática de seus estudantes para atuação na educação diante das especificidades e necessidades tecnológicas. Por isso, este trabalho como relato de experiência, tem como proposta descrever o uso dos recursos tecnológicos e compartilhamento de saberes e experiências durante o curso de extensão. As aulas aconteceram via Google Meet [encontros virtuais semanais] com atividades direcionadas que acontecerão paralelamente de forma síncrona e assíncrona. Foram ofertadas duas turmas para realização deste curso com carga horária de 40/horas/aulas com encontros síncronos e assíncronos no ano de 2021. Em síntese, identificamos um saldo positivo ao termino dos cursos ao compreender que o compartilhamento de saberes e experiências com uso de tecnologias fez diferença na aprendizagem e no refazer da prática pedagógica.",Tecnologia Educacional,Recurso Tecnológico,Formação Continuada,ND,ND
04/04/2023 21:21:35,"Eixo Temático 2 - O Professor, a Docência e as suas Práticas Pedagógicas no contexto das TDIC",CONTRIBUIÇÕES DO PROGRAMA HÍBRIDO DE MENTORIA (PHM) PARA A APRENDIZAGEM DA DOCÊNCIA DE PROFESSORAS INICIANTES,"Este estudo teve como objetivo apresentar as contribuições do Programa Híbrido de Mentoria (PHM) para a aprendizagem da docência de professoras iniciantes. O PHM é um programa de indução à docência, que visa oferecer acompanhamento e apoio no início da docência. Na condução mentoria um professor experiente (com mais de 10 anos de atuação profissional) acompanha professores iniciantes (com no máximo cinco anos de experiência docente) auxiliando-os a desenvolver competências profissionais em diferentes níveis de ensino. Os referenciais teóricos envolveram a aprendizagem da docência e as demandas do início da carreira docente. Trata-se de uma pesquisa qualitativa com análise descritiva interpretativa de narrativas digitais produzidas por meio do diálogo entre duas professoras iniciantes e suas respectivas mentoras durante o período aproximado de dois anos. Os resultados apontam que por meio de ações de mentoria planejadas e acompanhadas pelas mentoras durante o Programa, as professoras iniciantes construíram conhecimentos profissionais sobre a docência relacionados ao Ensinar e ao Ser professor e tais aprendizagens revelaram que programas de mentoria se constituem numa ferramenta pedagógica promissora para apoiar o desenvolvimento profissional docente de professores iniciantes.",Aprendizagem da Docência,Professor iniciante,Mentoria,ND,ND
04/04/2023 21:30:51,"Eixo Temático 2 - O Professor, a Docência e as suas Práticas Pedagógicas no contexto das TDIC",CONTRIBUIÇÕES E DESAFIOS SOBRE AS TECNOLOGIAS EDUCACIONAIS DA INFORMAÇÃO E COMUNICAÇÃO (TDIC) E A FORMAÇÃO DOCENTE: REVISÃO DE LITERATURA,"O presente trabalho tem como objetivo analisar o uso das Tecnologias Educacionais da
Informação e Comunicação (TDIC) na formação inicial e continuada dos professores. Para a realização
desta pesquisa, foram selecionadas pesquisas Stricto Sensu cadastradas na Biblioteca Digital Brasileira
de Teses e Dissertações (BDTD) no período de 2016 a 2021. Das vinte (20) dissertações encontradas,
nove (9) foram descartadas pelo distanciamento da nossa pesquisa, e onze (11) foram analisadas e
contribuíram com esse trabalho. Assim, a pesquisa foi organizada com três (3) quadros com
informações importantes do material analisado e divididos em três (3) categorias de acordo com
Bardin (1977). Os resultados apontam para os impactos positivos da formação docente e as
Tecnologias Digitais, preparando-o para uma formação com mais competência e autonomia para
atender as demandas educacionais, porém, muitas vezes, as tecnologias utilizadas são insuficientes
nos cursos de formação inicial e continuada dos professores.", Revisão de Literatura,Tecnologias Digitais,Formação de Professor,ND,ND
04/04/2023 21:32:04,"Eixo Temático 2 - O Professor, a Docência e as suas Práticas Pedagógicas no contexto das TDIC","CULTURA DIGITAL, PANDEMIA E EDUCAÇÃO: IMPLICAÇÕES PARA O FAZER PEDAGÓGICO NA EDUCAÇÃO PROFISSIONAL","Este trabalho resulta de uma pesquisa em andamento que objetiva analisar possíveis implicações da
cultura digital e do ensino na pandemia sobre o fazer pedagógico dos professores do Ensino Básico,
Técnico e Tecnológico (EBTT) do Instituto Federal de São Paulo. Para identificar aspectos positivos e
negativos herdados deste processo, será realizada uma revisão sistemática de literatura, além de
pesquisa documental e aplicação de questionários e entrevistas junto aos professores EBTT do ensino
médio integrado. Como resultado do estudo (ainda em andamento), espera-se contribuir para novas
pesquisas e práticas pedagógicas exitosas e contextualizadas com as demandas da sociedade atual,
marcada pelas tecnologias digitais e pelas consequências da pandemia.",Cultura Digital,Educação,Pandemia,Fazer Pedagógico,Educação Profissional
04/04/2023 21:33:07,"Eixo Temático 2 - O Professor, a Docência e as suas Práticas Pedagógicas no contexto das TDIC",CULTURA DIGITAL: RESIGNIFICANDO METODOLOGIAS DE ENSINO,"O resumo apresenta de maneira reflexiva de que modo à educação tem se estabelecido em meio à cultura digital, identificando algumas perspectivas para docência online frente à constante transformação no contexto educacional. Tomou-se como ponto de partida, a discussão acerca das contribuições das Tecnologias de Informação e Comunicação para educação, destacando a necessidade de mudanças na rotina educacional, com foco na interação. Como procedimento metodológico, utilizamos o estudo descritivo, qualitativo e análise bibliográfica de textos de autores que discutem sobre a temática. Dialogamos com referências centrais para tratar do referido tema, como Lévy (2009), Lopes (2012) e Moran (2013), entre outros autores. Os resultados apontaram que as tecnologias são recursos que podem qualificar o processo de ensino e de aprendizagem, onde emerge a necessidade de estabelecer estratégias, dentre elas, adotar metodologias ativas de aprendizagem baseadas em atividades, desafios, problemas, onde cada aluno aprende no seu próprio ritmo, necessidade e também aprende com os outros em grupos e projetos, com supervisão de professores orientadores.",Comunicação,Cultura Digital,Educação,Tecnologia,ND
04/04/2023 21:34:17,"Eixo Temático 2 - O Professor, a Docência e as suas Práticas Pedagógicas no contexto das TDIC",DA APRENDIZAGEM AO PROCESSO: PARA UMA REFLEXÃO CRÍTICA SOBRE PROCESSOS EDUCATIVOS HÍBRIDOS NO CONTEXTO DA ENSP/FIOCRUZ,"Apresenta-se, aqui, uma reflexão sobre o tema do hibridismo na educação, fundamentada na experiência de construção, desenvolvimento e avaliação de uma oficina sobre Processos Educativos Híbridos, realizada em março de 2022, com trabalhadores e docentes da ENSP/Fiocruz. A oficina foi planejada em meio a um conjunto de ações institucionais com o objetivo de investir na formação docente, no contexto de planejamento do retorno às aulas presenciais. Entre essas ações, destaca-se a elaboração de um documento institucional orientador sobre processos educativos híbridos, com o qual vem sendo possível refletir criticamente sobre as possibilidades de ressignificação e aprimoramento das práticas educativas posteriores às experiências de ensino remoto, impostas pelas circunstâncias sanitárias vividas desde 2020. Assim, como um relato de experiência de seus autores, diretamente envolvidos na elaboração do documento orientador e na realização da oficina, este trabalho faz uma introdução ao contexto institucional atual e aponta para as questões pedagógicas que vêm surgindo e/ou se destacando no âmbito da formação docente. Ele intenta, por fim, ensaiar uma reflexão crítica sobre a proposta do MEC de regulamentação da Aprendizagem Híbrida, sugerindo que a ênfase deva ser dada aos “processos” educativos, uma vez que a aprendizagem não deve, sob riscos diversos, ser apartada dos seus condicionantes culturais, econômicos e organizacionais, tampouco das intencionalidades dos sujeitos envolvidos nas ações educativas.", processos educativos híbridos, formação docente,avaliação,ND,ND
04/04/2023 21:35:00,"Eixo Temático 2 - O Professor, a Docência e as suas Práticas Pedagógicas no contexto das TDIC",DE DOCENTE A DISCENTE NA CIBERCULTURA: EXPERIÊNCIAS DE APROVAÇÕES NO MESTRADO EM MEIO A PANDEMIA DE COVID-19,"Esse trabalho tem como finalidade abordar a experiência das três autoras que o assinam. Levando em consideração que as trajetórias ora tão distantes se cruzam em uma sala de aula virtual, narra-se como esse espaço, que distanciou fisicamente o mundo foi capaz de nos aproximar. A tecnologia nesse sentido, atravessou a vida acadêmica e profissional das autoras ressinificando não apenas o uso da tecnologia como as relações construídas a parir dela. Aterrando a discussão nos conceitos de cibercultura trabalhado por Santos (2019) discentesdocentes, abordado por Alves (2018) e periferia por meio de Fastini (2009).",discentesdocentes,cibercultura,pandemia,periferia,ND
04/04/2023 21:36:25,"Eixo Temático 2 - O Professor, a Docência e as suas Práticas Pedagógicas no contexto das TDIC",(DE)FORMAÇÃO POR COMPETÊNCIAS: TENSIONAMENTOS PARA UMA (TRANS)FORMAÇÃO EMANCIPATÓRIA,"O presente trabalho constitui uma pesquisa de Mestrado em Educação, em andamento, no Programa
de Pós-Graduação em Educação da Universidade do Estado de Santa Catarina. Tem por objetivo
analisar sobre a racionalidade que subjaz a concepção da Formação por Competências, abordada
como eixo fundante da BNC Formação Inicial e BNC Formação Continuada. É uma pesquisa de
abordagem qualitativa, por meio de análise documental e ancoragem teórico-metodológica aportada
na Teoria Crítica da Sociedade. A investigação busca contribuir para desvelar o quão a padronização
do pensamento, intencionalidade dessas políticas, sob o controle da racionalidade tecnológica é
fundante na proposição da Formação por Competências, situada na abordagem de Philippe Perrenoud,
trazido como autor âncora a orientar as concepções de formação das normativas vigentes.",Pedagogia das Competências,Formação docente,Semiformação,Racionalidade Tecnológica Instrumental,ND
04/04/2023 21:37:22,"Eixo Temático 2 - O Professor, a Docência e as suas Práticas Pedagógicas no contexto das TDIC",DESAFIOS NA PANDEMIA: O USO DE TECNOLOGIA DE INFORMAÇÃO E COMUNICAÇÃO NA PRÁTICA DOCENTE,"Este artigo aborda o uso de Tecnologias de Informação e Comunicação na Prática Docente durante a pandemia da Covid-19. Objetiva identificar os principais dispositivos e aplicativos utilizados pelos professores da rede municipal de ensino de Palmas-PR para o planejamento e execução das aulas remotas emergenciais durante o período de pandemia de Covid-19 no ano de 2020. Adotamos uma abordagem mista de pesquisa combinando métodos qualitativos e quantitativos, O público-alvo do estudo foram professores que atuam na rede pública municipal, no Ensino Fundamental I e que participaram do ensino remoto emergencial em função da pandemia no ano de 2020. Para identificar quais recursos tecnológicos digitais foram utilizados pelos professores durante o ensino remoto emergencial a pesquisa foi realizada em duas etapas. A primeira com a aplicação de um questionário e a segunda com entrevista com os professores. Os resultados mostraram que diferentes artefatos tecnológicos foram utilizados pelos professores para auxiliar no planejamento e aplicação das aulas durante o período de aulas remotas emergenciais, muitos deles sendo utilizados pela primeira vez para essa finalidade, deixando claro que a partir do letramento digital as TIC podem ser uma ferramenta a mais para estar incluindo nas aulas de toda a educação básica.",Educação,Docente,Tecnologia,ND,ND
04/04/2023 21:39:40,"Eixo Temático 2 - O Professor, a Docência e as suas Práticas Pedagógicas no contexto das TDIC",DESAFIOS PARA A REALIZAÇÃO DO ESTÁGIO SUPERVISIONADO NO CURSO DE CIÊNCIAS BIOLÓGICAS DO CENTRO DE ENSINO E APRENDIZAGEM EM REDE DA UNIVERSIDADE ESTADUAL DE GOIÁS FRENTE A PANDEMIA DA COVID-19,"A realização do Estágio Supervisionado do Curso de Ciências Biológicas da Universidade Estadual de Goiás, de forma remota, impôs a necessidade de reestruturação no planejamento para a oferta das atividades  em  formato  online,  uma  vez  que  a  Covid-19  provocou  a  suspensão  das  atividades presenciais  nas  escolas  em  2020  e  2021.  Dessa  forma,  buscou-se  alternativas que  permitissem  ao discente vivenciar experiências de Estágio que contribuíssem para sua formação docente, sobretudo, considerando  os  conhecimentos  apropriados  em  disciplinas  estudadas. Nesse  sentido,  o estágio  se desenvolveu  a  partir  do  esforço  conjunto  em  busca  de  metodologias,  recursos  apropriados,  bem como  ferramentas  de  comunicação  e  interação  que  propiciassem  maior  interação  do  professor supervisor  de  estágio,  tutoria  e  discente.  A  proposta  de  realização  do  Estágio  Supervisionado  em formato  remoto  demonstrou  possibilidades  de  formação  acadêmica  concretas  e  aprendizagem discente, desde o planejamento realizado pelos estudantes, a escolha do recurso didático, a gravação de vídeo aulas e, finalmente, a elaboração de proposta de intervenção, no contexto escolar, a partir de uma situação problema hipotética concreta. Os resultados demonstraram que aproximadamente 53% dos licenciandos conseguiram cumprir integralmente a carga horária prevista para o Estágio e puderam  avançar  em  sua  formação  acadêmica.  Os  47% restantes  não  conseguiram  cumprir  as atividades propostas ou desisitiram, sem sequer tentar avançar em sua formação.   ",Estágio Supervisionado,Atividades Remotas,Formação Acadêmica,ND,ND
